Accountable Organization,Accountable Sub Organization,Installation Code,Installation Name,Site UID,Legacy Site Code,Site Name,RPA UID,Facility Number,Operational Status Code,Operational Status Name,RPA Type Code,RPA Type Desc,RPA Interest Type Code,RPA Interest Type Desc,RPA Predominant Design Use Catcode,RPA Predominant Design Use Catcode Desc,Design Use Catcode,Design Use Catcode Desc,Design Use Fac Code,Design Use Fac Code Name,Asset Configuration Primary UM Qty,Asset Configuration Primary UM Code,Asset Configuration Secondary UM Qty,,Category
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377924,6602,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377925,6494,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,3075,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377926,6566,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377927,6506,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,3358,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377928,6603,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377929,6565,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377930,6495,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,3075,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377931,6604,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377932,6520,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377933,6521,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377934,6564,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377935,6496,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,3182,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377936,6522,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377937,6523,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377938,6497,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,3182,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377939,6524,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377940,6554,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377941,6525,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377942,6553,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377943,6526,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377944,6552,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377945,6527,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377946,6551,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1411,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377947,6528,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377948,6550,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,2818,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377949,6847,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377950,6901,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377951,6833,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377952,6920,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377953,6887,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377954,6839,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377955,6918,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377956,6846,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377957,6721,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,377958,6787,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378018,8023,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,456,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378018,8023,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2094,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378019,8016,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1739,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378019,8016,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,420,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378020,8022,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1739,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378020,8022,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,420,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378021,8014,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,441,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378021,8014,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2069,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378022,8021,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,960,SF,4,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378022,8021,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2888,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378023,8011,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1510,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378023,8011,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,594,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378024,8009,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1739,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378024,8009,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,420,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378025,8019,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1689,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378025,8019,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,441,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378026,8007,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2094,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378026,8007,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,456,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378027,8005,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2069,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378027,8005,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,441,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378028,8017,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,420,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378028,8017,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1739,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378029,8015,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2888,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378029,8015,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,1026,SF,4,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378030,8013,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2069,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378030,8013,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,441,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378031,8012,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1739,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378031,8012,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,420,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378032,8038,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,963,SF,4,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378032,8038,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2934,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378033,8010,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2888,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378033,8010,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,960,SF,4,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378034,6892,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378035,6758,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378036,6829,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378037,6703,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378038,6793,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1232,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378039,6739,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2460,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378040,6868,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378041,6885,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1427,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,378042,6807,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1232,SF,1,FA,2
