Accountable Organization,Accountable Sub Organization,Installation Code,Installation Name,Site UID,Legacy Site Code,Site Name,RPA UID,Facility Number,Operational Status Code,Operational Status Name,RPA Type Code,RPA Type Desc,RPA Interest Type Code,RPA Interest Type Desc,RPA Predominant Design Use Catcode,RPA Predominant Design Use Catcode Desc,Design Use Catcode,Design Use Catcode Desc,Design Use Fac Code,Design Use Fac Code Name,Asset Configuration Primary UM Qty,Asset Configuration Primary UM Code,Asset Configuration Secondary UM Qty,,Category
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280246,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,0.04,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280247,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,340.528,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280249,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,46.47,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280250,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,1.37,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280251,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,16.313,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280252,,ACT,Active,L,Land,GVPV,Government/Private Agreement,91360,OTHER LICENSE FROM PRIVATE OWNERSHIP,91360,OTHER LICENSE FROM PRIVATE OWNERSHIP,9130,Licensed and Permitted Land,0.03,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280253,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,43.6,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280254,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,0.09,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280255,,ACT,Active,L,Land,EASE,Easement,92110,"EASEMENTS, PURCHASED OR CONDEMNATION",92110,"EASEMENTS, PURCHASED OR CONDEMNATION",9210,Land Easement,0.03,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280256,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",92110,"EASEMENTS, PURCHASED OR CONDEMNATION",92110,"EASEMENTS, PURCHASED OR CONDEMNATION",9210,Land Easement,0.04,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1280257,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,364.37,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1311547,,ACT,Active,L,Land,EASE,Easement,91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,26.45,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1312880,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,3.79,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1312884,,ACT,Active,L,Land,LESS,"Lesser Interest, as defined by a legal instrument",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,5039,6625,Fort Ord,1312892,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,10.82,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6249,6309,Monterey Recr Site,362363,950,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",74013,CANTEEN,74013,CANTEEN,7332,Non-Exchange Eating Facility,12624,SF,0,SE,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6249,6309,Monterey Recr Site,362364,951,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",69010,FLAGPOLE,69010,FLAGPOLE,6900,"Administrative Structure, Other Than Buildings",1,EA,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6249,6309,Monterey Recr Site,362365,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91140,PURCHASED LAND TRANSFER FROM OTHER FEDERAL AGENCIES,91140,PURCHASED LAND TRANSFER FROM OTHER FEDERAL AGENCIES,9110,U.S. Federal Government Owned land,0.7,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6249,6309,Monterey Recr Site,362366,85220,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",85220,"SIDEWALKS AND WALKWAYS, PAVED",85220,"SIDEWALKS AND WALKWAYS, PAVED",8524,Sidewalk and Walkway,176,SY,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6249,6309,Monterey Recr Site,1280263,,ACT,Active,L,Land,FEE,"U.S. Government owned property, DoD Accountability",91110,LAND PURCHASES AND CONDEMNATION,91110,LAND PURCHASES AND CONDEMNATION,9110,U.S. Federal Government Owned land,0.68,AC,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,370843,7531,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371664,7687,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371665,7680,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1538,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371666,7579,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371667,7525,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371668,7621,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371669,7635,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371670,7615,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371671,7678,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371672,7582,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371673,7404,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2903,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371674,7545,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371675,7535,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371676,7602,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371730,7612,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2771,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371731,7566,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371732,7608,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371733,7663,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2771,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371734,7625,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371735,7567,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371736,7607,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371737,7611,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371738,7626,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371739,7568,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371740,7606,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371741,7610,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371742,7661,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371885,7405,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2913,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371886,7530,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371887,7686,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371888,7578,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371889,7526,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2832,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371890,7617,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371891,7675,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371892,7679,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,1538,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371893,7634,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371894,7581,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2832,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371895,7546,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371896,7536,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371897,7603,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371898,7523,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371899,7685,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371900,7527,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371901,7618,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371902,7577,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371903,7547,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371904,7537,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371905,7604,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371906,7633,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371907,7511,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2832,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371908,7684,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3000,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371909,7623,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371910,7614,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,3021,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371911,7576,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371912,7548,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2792,SF,2,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6651,6307,Ord Military Community,371913,7681,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",71116,"FAMILY HOUSING, FAMILY HOUSING, JUNIOR NCO/ENLISTED",7110,Family Housing Dwelling,2811,SF,2,FA,2
